event,tag,sport,sport_code,sport_url,discipline,start_date,end_date,venue,phase,gender,status,day_of_week,duration_hours,latitude,longitude,date_start,date_end,start_day,start_month,start_hour
Men,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Parc des Princes,Men's Group C,M,FINISHED,Wednesday,1.75,48.8415,2.253,2024-07-25 13:00:00+00:00,2024-08-10 18:30:00+00:00,24,7,15
Men,football,Football,FBL,https://olympics.com/en/paris-2024/sports/football,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Parc des Princes,Men's Group C,M,FINISHED,Wednesday,1.75,48.8415,2.253,2024-07-25 13:00:00+00:00,2024-08-10 18:30:00+00:00,24,7,15
Men,cycling-bmx-racing,Cycling BMX Racing,BMX,https://olympics.com/en/paris-2024/sports/cycling-bmx-racing,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Geoffroy-Guichard Stadium,Men's Group B,M,FINISHED,Wednesday,1.75,48.8566,2.3522,2024-07-25 13:00:00+00:00,2024-07-31 19:00:00+00:00,24,7,15
Men,trampoline-gymnastics,Trampoline Gymnastics,GTR,https://olympics.com/en/paris-2024/sports/trampoline-gymnastics,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Parc des Princes,Men's Group C,M,FINISHED,Wednesday,1.75,48.8415,2.253,2024-07-25 13:00:00+00:00,2024-08-10 18:30:00+00:00,24,7,15
Men,3x3-basketball,3x3 Basketball,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Geoffroy-Guichard Stadium,Men's Group B,M,FINISHED,Wednesday,1.75,48.8566,2.3522,2024-07-25 13:00:00+00:00,2024-07-31 19:00:00+00:00,24,7,15
Men,handball,Handball,HBL,https://olympics.com/en/paris-2024/sports/handball,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Geoffroy-Guichard Stadium,Men's Group B,M,FINISHED,Wednesday,1.75,48.8566,2.3522,2024-07-25 13:00:00+00:00,2024-07-31 19:00:00+00:00,24,7,15
Men,water-polo,Water Polo,WPO,https://olympics.com/en/paris-2024/sports/water-polo,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Parc des Princes,Men's Group C,M,FINISHED,Wednesday,1.75,48.8415,2.253,2024-07-25 13:00:00+00:00,2024-08-10 18:30:00+00:00,24,7,15
Men,hockey,Hockey,HOC,https://olympics.com/en/paris-2024/sports/hockey,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Parc des Princes,Men's Group C,M,FINISHED,Wednesday,1.75,48.8415,2.253,2024-07-25 13:00:00+00:00,2024-08-10 18:30:00+00:00,24,7,15
Men,volleyball,Volleyball,VVO,https://olympics.com/en/paris-2024/sports/volleyball,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Parc des Princes,Men's Group C,M,FINISHED,Wednesday,1.75,48.8415,2.253,2024-07-25 13:00:00+00:00,2024-08-10 18:30:00+00:00,24,7,15
Men,rugby-sevens,Rugby Sevens,RU7,https://olympics.com/en/paris-2024/sports/rugby-sevens,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Geoffroy-Guichard Stadium,Men's Group B,M,FINISHED,Wednesday,1.75,48.8566,2.3522,2024-07-25 13:00:00+00:00,2024-07-31 19:00:00+00:00,24,7,15
Men,surfing,Surfing,SRF,https://olympics.com/en/paris-2024/sports/surfing,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Geoffroy-Guichard Stadium,Men's Group B,M,FINISHED,Wednesday,1.75,48.8566,2.3522,2024-07-25 13:00:00+00:00,2024-07-31 19:00:00+00:00,24,7,15
Men,basketball,Basketball,BKB,https://olympics.com/en/paris-2024/sports/basketball,Football,2024-07-24 15:00:00+02:00,2024-07-24 16:45:00+02:00,Parc des Princes,Men's Group C,M,FINISHED,Wednesday,1.75,48.8415,2.253,2024-07-25 13:00:00+00:00,2024-08-10 18:30:00+00:00,24,7,15
Women,3x3-basketball,3x3 Basketball,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,trampoline-gymnastics,Trampoline Gymnastics,GTR,https://olympics.com/en/paris-2024/sports/trampoline-gymnastics,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,surfing,Surfing,SRF,https://olympics.com/en/paris-2024/sports/surfing,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,football,Football,FBL,https://olympics.com/en/paris-2024/sports/football,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,basketball,Basketball,BKB,https://olympics.com/en/paris-2024/sports/basketball,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,cycling-bmx-racing,Cycling BMX Racing,BMX,https://olympics.com/en/paris-2024/sports/cycling-bmx-racing,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,volleyball,Volleyball,VVO,https://olympics.com/en/paris-2024/sports/volleyball,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,handball,Handball,HBL,https://olympics.com/en/paris-2024/sports/handball,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,hockey,Hockey,HOC,https://olympics.com/en/paris-2024/sports/hockey,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,rugby-sevens,Rugby Sevens,RU7,https://olympics.com/en/paris-2024/sports/rugby-sevens,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,water-polo,Water Polo,WPO,https://olympics.com/en/paris-2024/sports/water-polo,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball,Handball,2024-07-25 09:00:00+02:00,2024-07-25 10:30:00+02:00,South Paris Arena 6,Women's Preliminary Round Group A,W,FINISHED,Thursday,1.5,,,,,25,7,9
Women's Individual,modern-pentathlon,Modern Pentathlon,MPN,https://olympics.com/en/paris-2024/sports/modern-pentathlon,Archery,2024-07-25 09:30:00+02:00,2024-07-25 12:30:00+02:00,Invalides,Women's Individual Ranking Round,W,FINISHED,Thursday,3.0,48.8566,2.3122,2024-07-25 07:30:00+00:00,2024-08-04 13:20:00+00:00,25,7,9
Women's Individual,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery,Archery,2024-07-25 09:30:00+02:00,2024-07-25 12:30:00+02:00,Invalides,Women's Individual Ranking Round,W,FINISHED,Thursday,3.0,48.8566,2.3122,2024-07-25 07:30:00+00:00,2024-08-04 13:20:00+00:00,25,7,9
Women's Individual,triathlon,Triathlon,TRI,https://olympics.com/en/paris-2024/sports/triathlon,Archery,2024-07-25 09:30:00+02:00,2024-07-25 12:30:00+02:00,Invalides,Women's Individual Ranking Round,W,FINISHED,Thursday,3.0,48.8566,2.3122,2024-07-25 07:30:00+00:00,2024-08-04 13:20:00+00:00,25,7,9
Men's Individual,triathlon,Triathlon,TRI,https://olympics.com/en/paris-2024/sports/triathlon,Archery,2024-07-25 14:15:00+02:00,2024-07-25 17:15:00+02:00,Invalides,Men's Individual Ranking Round,M,FINISHED,Thursday,3.0,48.8566,2.3122,2024-07-25 07:30:00+00:00,2024-08-04 13:20:00+00:00,25,7,14
Men's Individual,archery,Archery,ARC,https://olympics.com/en/paris-2024/sports/archery,Archery,2024-07-25 14:15:00+02:00,2024-07-25 17:15:00+02:00,Invalides,Men's Individual Ranking Round,M,FINISHED,Thursday,3.0,48.8566,2.3122,2024-07-25 07:30:00+00:00,2024-08-04 13:20:00+00:00,25,7,14
Men's Individual,modern-pentathlon,Modern Pentathlon,MPN,https://olympics.com/en/paris-2024/sports/modern-pentathlon,Archery,2024-07-25 14:15:00+02:00,2024-07-25 17:15:00+02:00,Invalides,Men's Individual Ranking Round,M,FINISHED,Thursday,3.0,48.8566,2.3122,2024-07-25 07:30:00+00:00,2024-08-04 13:20:00+00:00,25,7,14
10m Air Rifle Mixed Team,shooting,Shooting,SHO,https://olympics.com/en/paris-2024/sports/shooting,Shooting,2024-07-26 09:00:00+02:00,2024-07-26 09:30:00+02:00,Chateauroux Shooting Ctr,10m Air Rifle Mixed Team Training,X,FINISHED,Friday,0.5,,,,,26,7,9
10m Air Pistol Men,shooting,Shooting,SHO,https://olympics.com/en/paris-2024/sports/shooting,Shooting,2024-07-26 10:00:00+02:00,2024-07-26 11:15:00+02:00,Chateauroux Shooting Ctr,10m Air Pistol Men's Training,M,FINISHED,Friday,1.25,,,,,26,7,10
10m Air Pistol Women,shooting,Shooting,SHO,https://olympics.com/en/paris-2024/sports/shooting,Shooting,2024-07-26 11:45:00+02:00,2024-07-26 13:00:00+02:00,Chateauroux Shooting Ctr,10m Air Pistol Women Training,W,FINISHED,Friday,1.25,,,,,26,7,11
Mixed Doubles,badminton,Badminton,BDM,https://olympics.com/en/paris-2024/sports/badminton,Badminton,2024-07-27 08:30:00+02:00,2024-07-27 09:10:00+02:00,La Chapelle Arena,Mixed Doubles Group Play Stage - Grp D,X,FINISHED,Saturday,0.6666666666666666,,,,,27,7,8
Women's Singles,tennis,Tennis,TEN,https://olympics.com/en/paris-2024/sports/tennis,Badminton,2024-07-27 08:30:00+02:00,2024-07-27 09:10:00+02:00,La Chapelle Arena,Women's Singles Group Play Stage - Grp N,W,FINISHED,Saturday,0.6666666666666666,,,,,27,7,8
Mixed Doubles,table-tennis,Table Tennis,TTE,https://olympics.com/en/paris-2024/sports/table-tennis,Badminton,2024-07-27 08:30:00+02:00,2024-07-27 09:10:00+02:00,La Chapelle Arena,Mixed Doubles Group Play Stage - Grp D,X,FINISHED,Saturday,0.6666666666666666,,,,,27,7,8
Mixed Doubles,tennis,Tennis,TEN,https://olympics.com/en/paris-2024/sports/tennis,Badminton,2024-07-27 08:30:00+02:00,2024-07-27 09:10:00+02:00,La Chapelle Arena,Mixed Doubles Group Play Stage - Grp D,X,FINISHED,Saturday,0.6666666666666666,,,,,27,7,8
Women's Singles,badminton,Badminton,BDM,https://olympics.com/en/paris-2024/sports/badminton,Badminton,2024-07-27 08:30:00+02:00,2024-07-27 09:10:00+02:00,La Chapelle Arena,Women's Singles Group Play Stage - Grp N,W,FINISHED,Saturday,0.6666666666666666,,,,,27,7,8
Women's Singles,table-tennis,Table Tennis,TTE,https://olympics.com/en/paris-2024/sports/table-tennis,Badminton,2024-07-27 08:30:00+02:00,2024-07-27 09:10:00+02:00,La Chapelle Arena,Women's Singles Group Play Stage - Grp N,W,FINISHED,Saturday,0.6666666666666666,,,,,27,7,8
Men's Single Sculls,rowing,Rowing,ROW,https://olympics.com/en/paris-2024/sports/rowing,Rowing,2024-07-27 09:00:00+02:00,2024-07-27 10:07:00+02:00,Nautical St - Flat water,Men's Single Sculls Heats,M,FINISHED,Saturday,1.1166666666666667,,,,,27,7,9
Men's Doubles,badminton,Badminton,BDM,https://olympics.com/en/paris-2024/sports/badminton,Badminton,2024-07-27 09:20:00+02:00,2024-07-27 10:00:00+02:00,La Chapelle Arena,Men's Doubles Group Play Stage - Grp A,M,FINISHED,Saturday,0.6666666666666666,,,,,27,7,9
Men's Doubles,tennis,Tennis,TEN,https://olympics.com/en/paris-2024/sports/tennis,Badminton,2024-07-27 09:20:00+02:00,2024-07-27 10:00:00+02:00,La Chapelle Arena,Men's Doubles Group Play Stage - Grp A,M,FINISHED,Saturday,0.6666666666666666,,,,,27,7,9
Eventing Individual,equestrian,Equestrian,EQU,https://olympics.com/en/paris-2024/sports/equestrian,Equestrian,2024-07-27 09:30:00+02:00,2024-07-27 18:30:00+02:00,Château de Versailles,Eventing Individual Dressage,O,FINISHED,Saturday,9.0,48.8049,2.1204,2024-07-27 07:30:00+00:00,2024-08-11 11:30:00+00:00,27,7,9
Eventing Team,equestrian,Equestrian,EQU,https://olympics.com/en/paris-2024/sports/equestrian,Equestrian,2024-07-27 09:30:00+02:00,2024-07-27 18:30:00+02:00,Château de Versailles,Eventing Team Dressage,O,FINISHED,Saturday,9.0,48.8049,2.1204,2024-07-27 07:30:00+00:00,2024-08-11 11:30:00+00:00,27,7,9
Women -48 kg,judo,Judo,JUD,https://olympics.com/en/paris-2024/sports/judo,Judo,2024-07-27 10:00:00+02:00,2024-07-27 10:06:00+02:00,Champ-de-Mars Arena,Women -48 kg Elimination Round of 32,W,FINISHED,Saturday,0.1,,,,,27,7,10
Women's Épée Individual,fencing,Fencing,FEN,https://olympics.com/en/paris-2024/sports/fencing,Fencing,2024-07-27 10:00:00+02:00,2024-07-27 10:25:00+02:00,Grand Palais,Women's Épée Individual Table of 64,W,FINISHED,Saturday,0.4166666666666667,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,27,7,10
Men -60 kg,judo,Judo,JUD,https://olympics.com/en/paris-2024/sports/judo,Judo,2024-07-27 10:00:00+02:00,2024-07-27 10:06:00+02:00,Champ-de-Mars Arena,Men -60 kg Elimination Round of 32,M,FINISHED,Saturday,0.1,,,,,27,7,10
Women's Doubles,tennis,Tennis,TEN,https://olympics.com/en/paris-2024/sports/tennis,Badminton,2024-07-27 10:10:00+02:00,2024-07-27 10:50:00+02:00,La Chapelle Arena,Women's Doubles Group Play Stage - Grp A,W,FINISHED,Saturday,0.6666666666666666,,,,,27,7,10
Women's Doubles,badminton,Badminton,BDM,https://olympics.com/en/paris-2024/sports/badminton,Badminton,2024-07-27 10:10:00+02:00,2024-07-27 10:50:00+02:00,La Chapelle Arena,Women's Doubles Group Play Stage - Grp A,W,FINISHED,Saturday,0.6666666666666666,,,,,27,7,10
Women's Single Sculls,rowing,Rowing,ROW,https://olympics.com/en/paris-2024/sports/rowing,Rowing,2024-07-27 10:12:00+02:00,2024-07-27 11:19:00+02:00,Nautical St - Flat water,Women's Single Sculls Heats,W,FINISHED,Saturday,1.1166666666666667,,,,,27,7,10
Men's Sabre Individual,fencing,Fencing,FEN,https://olympics.com/en/paris-2024/sports/fencing,Fencing,2024-07-27 10:25:00+02:00,2024-07-27 10:50:00+02:00,Grand Palais,Men's Sabre Individual Table of 64,M,FINISHED,Saturday,0.4166666666666667,48.8662,2.3124,2024-07-27 08:00:00+00:00,2024-08-10 21:00:00+00:00,27,7,10
Men's Singles,table-tennis,Table Tennis,TTE,https://olympics.com/en/paris-2024/sports/table-tennis,Badminton,2024-07-27 11:00:00+02:00,2024-07-27 12:00:00+02:00,La Chapelle Arena,Men's Singles Group Play Stage - Grp A,M,FINISHED,Saturday,1.0,,,,,27,7,11
Women's Synchronised 3m Springboard,diving,Diving,DIV,https://olympics.com/en/paris-2024/sports/diving,Diving,2024-07-27 11:00:00+02:00,2024-07-27 11:46:00+02:00,Aquatics Centre,Women's Synchronised 3m Springboard,W,FINISHED,Saturday,0.7666666666666667,48.9279,2.3619,2024-07-27 09:00:00+00:00,2024-08-10 20:00:00+00:00,27,7,11
Men's Singles,badminton,Badminton,BDM,https://olympics.com/en/paris-2024/sports/badminton,Badminton,2024-07-27 11:00:00+02:00,2024-07-27 12:00:00+02:00,La Chapelle Arena,Men's Singles Group Play Stage - Grp A,M,FINISHED,Saturday,1.0,,,,,27,7,11
Men's Singles,tennis,Tennis,TEN,https://olympics.com/en/paris-2024/sports/tennis,Badminton,2024-07-27 11:00:00+02:00,2024-07-27 12:00:00+02:00,La Chapelle Arena,Men's Singles Group Play Stage - Grp A,M,FINISHED,Saturday,1.0,,,,,27,7,11
Women's 100m Butterfly,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-07-27 11:00:00+02:00,2024-07-27 11:11:00+02:00,Paris La Defense Arena,Women's 100m Butterfly - Heats,W,FINISHED,Saturday,0.1833333333333333,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,27,7,11
Women's 400m Freestyle,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-07-27 11:12:00+02:00,2024-07-27 11:30:00+02:00,Paris La Defense Arena,Women's 400m Freestyle - Heats,W,FINISHED,Saturday,0.3,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,27,7,11
Men's 100m Breaststroke,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-07-27 11:30:00+02:00,2024-07-27 11:44:00+02:00,Paris La Defense Arena,Men's 100m Breaststroke - Heats,M,FINISHED,Saturday,0.2333333333333333,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,27,7,11
Men's Double Sculls,rowing,Rowing,ROW,https://olympics.com/en/paris-2024/sports/rowing,Rowing,2024-07-27 11:30:00+02:00,2024-07-27 11:57:00+02:00,Nautical St - Flat water,Men's Double Sculls Heats,M,FINISHED,Saturday,0.45,,,,,27,7,11
Men's 400m Freestyle,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-07-27 11:45:00+02:00,2024-07-27 12:14:00+02:00,Paris La Defense Arena,Men's 400m Freestyle - Heats,M,FINISHED,Saturday,0.4833333333333333,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,27,7,11
Women's Double Sculls,rowing,Rowing,ROW,https://olympics.com/en/paris-2024/sports/rowing,Rowing,2024-07-27 12:00:00+02:00,2024-07-27 12:27:00+02:00,Nautical St - Flat water,Women's Double Sculls Heats,W,FINISHED,Saturday,0.45,,,,,27,7,12
Women's 4 x 100m Freestyle Relay,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-07-27 12:15:00+02:00,2024-07-27 12:26:00+02:00,Paris La Defense Arena,Women's 4 x 100m Freestyle Relay - Heats,W,FINISHED,Saturday,0.1833333333333333,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,27,7,12
Men's 4 x 100m Freestyle Relay,swimming,Swimming,SWM,https://olympics.com/en/paris-2024/sports/swimming,Swimming,2024-07-27 12:26:00+02:00,2024-07-27 12:36:00+02:00,Paris La Defense Arena,Men's 4 x 100m Freestyle Relay - Heats,M,FINISHED,Saturday,0.1666666666666666,48.8566,2.3522,2024-07-27 09:00:00+00:00,2024-08-11 13:50:00+00:00,27,7,12
Men's Quadruple Sculls,rowing,Rowing,ROW,https://olympics.com/en/paris-2024/sports/rowing,Rowing,2024-07-27 12:30:00+02:00,2024-07-27 12:47:00+02:00,Nautical St - Flat water,Men's Quad. Sculls Heats,M,FINISHED,Saturday,0.2833333333333333,,,,,27,7,12
Women's Quadruple Sculls,rowing,Rowing,ROW,https://olympics.com/en/paris-2024/sports/rowing,Rowing,2024-07-27 12:50:00+02:00,2024-07-27 13:07:00+02:00,Nautical St - Flat water,Women's Quad. Sculls Heats,W,FINISHED,Saturday,0.2833333333333333,,,,,27,7,12
10m Air Rifle Women,shooting,Shooting,SHO,https://olympics.com/en/paris-2024/sports/shooting,Shooting,2024-07-27 14:15:00+02:00,2024-07-27 15:30:00+02:00,Chateauroux Shooting Ctr,10m Air Rifle Women's Training,W,FINISHED,Saturday,1.25,,,,,27,7,14
Women's Individual Time Trial,cycling-road,Cycling Road,CRD,https://olympics.com/en/paris-2024/sports/cycling-road,Cycling Road,2024-07-27 14:30:00+02:00,2024-07-27 15:59:00+02:00,Pont Alexandre III,Women's Individual Time Trial,W,FINISHED,Saturday,1.4833333333333334,48.8638,2.3135,2024-07-30 06:00:00+00:00,2024-08-09 08:30:00+00:00,27,7,14
Men's Canoe Single,canoe-kayak-slalom,Canoe Slalom,CSL,https://olympics.com/en/paris-2024/sports/canoe-kayak-slalom,Canoe Slalom,2024-07-27 15:00:00+02:00,2024-07-27 15:52:00+02:00,Nautical St - White water,Men's Canoe Single Heats 1st and 2nd Run,M,FINISHED,Saturday,0.8666666666666667,,,,,27,7,15
